"affy_hg_u133_plus_2","ensembl_gene_id","gene_biotype","external_gene_name","p_value"
"221323_at","ENSG00000111981","protein_coding","ULBP1",NA
"219521_at","ENSG00000109956","protein_coding","B3GAT1",NA
"218974_at","ENSG00000112320","protein_coding","SOBP",NA
"220442_at","ENSG00000259075","protein_coding","POC1B-GALNT4",NA
"219693_at","ENSG00000026652","protein_coding","AGPAT4",NA
"221306_at","ENSG00000170837","protein_coding","GPR27",NA
"218676_s_at","ENSG00000141179","protein_coding","PCTP",NA
"218768_at","ENSG00000111581","protein_coding","NUP107",NA
"220881_at","ENSG00000184566","lncRNA","",NA
"221422_s_at","ENSG00000236901","lncRNA","MIR600HG",NA
"219325_s_at","ENSG00000141642","protein_coding","ELAC1",NA
"221349_at","ENSG00000169575","protein_coding","VPREB1",NA
"221501_x_at","ENSG00000285628","lncRNA","",NA
"219643_at","ENSG00000168702","protein_coding","LRP1B",NA
"219698_s_at","ENSG00000101574","protein_coding","METTL4",NA
"221422_s_at","ENSG00000283941","miRNA","MIR600",NA
"221663_x_at","ENSG00000101180","protein_coding","HRH3",NA
"220447_at","ENSG00000101180","protein_coding","HRH3",NA
"219247_s_at","ENSG00000175048","protein_coding","ZDHHC14",NA
"219230_at","ENSG00000166292","protein_coding","TMEM100",NA
"218897_at","ENSG00000144120","protein_coding","TMEM177",NA
"219425_at","ENSG00000130540","protein_coding","SULT4A1",NA
"219517_at","ENSG00000128886","protein_coding","ELL3",NA
"219518_s_at","ENSG00000128886","protein_coding","ELL3",NA
"222064_s_at","ENSG00000266967","protein_coding","AARSD1",NA
"220343_at","ENSG00000171408","protein_coding","PDE7B",NA
"220199_s_at","ENSG00000219201","processed_pseudogene","",NA
"219517_at","ENSG00000262560","protein_coding","",NA
"219518_s_at","ENSG00000262560","protein_coding","",NA
"222064_s_at","ENSG00000108825","protein_coding","PTGES3L-AARSD1",NA
"219929_s_at","ENSG00000100711","protein_coding","ZFYVE21",NA
"221773_at","ENSG00000111145","protein_coding","ELK3",NA
"219126_at","ENSG00000130024","protein_coding","PHF10",NA
"219436_s_at","ENSG00000164035","protein_coding","EMCN",NA
"218750_at","ENSG00000202314","snoRNA","SNORD6",NA
"218750_at","ENSG00000207112","snoRNA","SNORA25",NA
"218750_at","ENSG00000206799","snoRNA","SNORA32",NA
"221891_x_at","ENSG00000200879","snoRNA","SNORD14E",NA
"219716_at","ENSG00000221963","protein_coding","APOL6",NA
"220478_at","ENSG00000128313","protein_coding","APOL5",NA
"221970_s_at","ENSG00000130935","protein_coding","NOL11",NA
"221653_x_at","ENSG00000128335","protein_coding","APOL2",NA
"221013_s_at","ENSG00000128335","protein_coding","APOL2",NA
"220273_at","ENSG00000127743","protein_coding","IL17B",NA
"219901_at","ENSG00000180263","protein_coding","FGD6",NA
"221103_s_at","ENSG00000206530","protein_coding","CFAP44",NA
"221501_x_at","ENSG00000188599","transcribed_unprocessed_pseudogene","NPIPP1",NA
"219360_s_at","ENSG00000130529","protein_coding","TRPM4",NA
"220084_at","ENSG00000100557","protein_coding","CCDC198",NA
"218825_at","ENSG00000172889","protein_coding","EGFL7",NA
"221235_s_at","ENSG00000135966","protein_coding","TGFBRAP1",NA
"220773_s_at","ENSG00000171723","protein_coding","GPHN",NA
"32502_at","ENSG00000158555","protein_coding","GDPD5",NA
"32837_at","ENSG00000169692","protein_coding","AGPAT2",NA
"219105_x_at","ENSG00000091651","protein_coding","ORC6",NA
"218888_s_at","ENSG00000171208","protein_coding","NETO2",NA
"220727_at","ENSG00000100433","protein_coding","KCNK10",NA
"220850_at","ENSG00000114487","protein_coding","MORC1",NA
"218945_at","ENSG00000067365","protein_coding","METTL22",NA
"219828_at","ENSG00000196642","protein_coding","RABL6",NA
"220189_s_at","ENSG00000161013","protein_coding","MGAT4B",NA
"219179_at","ENSG00000165617","protein_coding","DACT1",NA
"220602_s_at","ENSG00000225151","transcribed_unprocessed_pseudogene","GOLGA2P7",NA
"219820_at","ENSG00000063127","protein_coding","SLC6A16",NA
"220314_at","ENSG00000268738","protein_coding","HSFX2",NA
"220357_s_at","ENSG00000101049","protein_coding","SGK2",NA
"221121_at","ENSG00000169551","protein_coding","CT55",NA
"219853_at","ENSG00000181027","protein_coding","FKRP",NA
"221121_at","ENSG00000228922","unprocessed_pseudogene","",NA
"221641_s_at","ENSG00000123130","protein_coding","ACOT9",NA
"220790_s_at","ENSG00000166930","protein_coding","MS4A5",NA
"221262_s_at","ENSG00000133460","protein_coding","SLC2A11",NA
"221634_at","ENSG00000213285","processed_pseudogene","RPL23AP45",NA
"221620_s_at","ENSG00000184831","protein_coding","APOO",NA
"221749_at","ENSG00000185728","protein_coding","YTHDF3",NA
"221833_at","ENSG00000102910","protein_coding","LONP2",NA
"221834_at","ENSG00000102910","protein_coding","LONP2",NA
"220529_at","ENSG00000279555","TEC","",NA
"218982_s_at","ENSG00000249773","protein_coding","",NA
"91826_at","ENSG00000131037","protein_coding","EPS8L1",NA
"218778_x_at","ENSG00000131037","protein_coding","EPS8L1",NA
"221665_s_at","ENSG00000131037","protein_coding","EPS8L1",NA
"218779_x_at","ENSG00000131037","protein_coding","EPS8L1",NA
"221655_x_at","ENSG00000131037","protein_coding","EPS8L1",NA
"220955_x_at","ENSG00000112210","protein_coding","RAB23",NA
"221736_at","ENSG00000170471","protein_coding","RALGAPB",NA
"221738_at","ENSG00000170471","protein_coding","RALGAPB",NA
"219883_at","ENSG00000257069","lncRNA","KCNK4-TEX40",NA
"219883_at","ENSG00000219435","protein_coding","CATSPERZ",NA
"219813_at","ENSG00000131023","protein_coding","LATS1",NA
"221279_at","ENSG00000104381","protein_coding","GDAP1",NA
"221916_at","ENSG00000277586","protein_coding","NEFL",NA
"221801_x_at","ENSG00000277586","protein_coding","NEFL",NA
"221805_at","ENSG00000277586","protein_coding","NEFL",NA
"221030_s_at","ENSG00000138639","protein_coding","ARHGAP24",NA
"221805_at","ENSG00000283327","miRNA","MIR6841",NA
"220334_at","ENSG00000091844","protein_coding","RGS17",NA
"218855_at","ENSG00000163870","protein_coding","TPRA1",NA
"218644_at","ENSG00000100558","protein_coding","PLEK2",NA
"220184_at","ENSG00000255192","protein_coding","NANOGP8",NA
"220088_at","ENSG00000197405","protein_coding","C5AR1",NA
"221952_x_at","ENSG00000230330","processed_pseudogene","HMGN2P3",NA
"220574_at","ENSG00000137872","protein_coding","SEMA6D",NA
"220010_at","ENSG00000176076","protein_coding","KCNE5",NA
"219316_s_at","ENSG00000119686","protein_coding","FLVCR2",NA
"220010_at","ENSG00000068366","protein_coding","ACSL4",NA
"221867_at","ENSG00000102921","protein_coding","N4BP1",NA
"32069_at","ENSG00000102921","protein_coding","N4BP1",NA
"48612_at","ENSG00000102921","protein_coding","N4BP1",NA
"222147_s_at","ENSG00000101442","protein_coding","ACTR5",NA
"219623_at","ENSG00000101442","protein_coding","ACTR5",NA
"221449_s_at","ENSG00000129636","protein_coding","ITFG1",NA
"221026_s_at","ENSG00000261678","protein_coding","SCRT1",NA
"219189_at","ENSG00000182325","protein_coding","FBXL6",NA
"220100_at","ENSG00000168065","protein_coding","SLC22A11",NA
"218981_at","ENSG00000196636","protein_coding","SDHAF3",NA
"220575_at","ENSG00000273018","lncRNA","FAM106A",NA
"222180_at","ENSG00000264635","lncRNA","",NA
"218980_at","ENSG00000134775","protein_coding","FHOD3",NA
"220025_at","ENSG00000136535","protein_coding","TBR1",NA
"219290_x_at","ENSG00000070190","protein_coding","DAPP1",NA
"33132_at","ENSG00000071894","protein_coding","CPSF1",NA
"221037_s_at","ENSG00000151475","protein_coding","SLC25A31",NA
"220431_at","ENSG00000087128","protein_coding","TMPRSS11E",NA
"221492_s_at","ENSG00000144848","protein_coding","ATG3",NA
"220237_at","ENSG00000144848","protein_coding","ATG3",NA
"219720_s_at","ENSG00000089916","protein_coding","GPATCH2L",NA
"37547_at","ENSG00000122507","protein_coding","BBS9",NA
"37549_g_at","ENSG00000122507","protein_coding","BBS9",NA
"219284_at","ENSG00000169087","protein_coding","HSPBAP1",NA
"220538_at","ENSG00000128165","protein_coding","ADM2",NA
"220009_at","ENSG00000175556","protein_coding","LONRF3",NA
"33132_at","ENSG00000284310","miRNA","MIR939",NA
"219215_s_at","ENSG00000147804","protein_coding","SLC39A4",NA
"218953_s_at","ENSG00000145882","protein_coding","PCYOX1L",NA
"39835_at","ENSG00000100241","protein_coding","SBF1",NA
"221515_s_at","ENSG00000205629","protein_coding","LCMT1",NA
"218679_s_at","ENSG00000160948","protein_coding","VPS28",NA
"222201_s_at","ENSG00000118412","protein_coding","CASP8AP2",NA
"219836_at","ENSG00000177494","protein_coding","ZBED2",NA
"35265_at","ENSG00000129245","protein_coding","FXR2",NA
"221718_s_at","ENSG00000170776","protein_coding","AKAP13",NA
"222024_s_at","ENSG00000170776","protein_coding","AKAP13",NA
"219493_at","ENSG00000171241","protein_coding","SHCBP1",NA
"222102_at","ENSG00000174156","protein_coding","GSTA3",NA
"35666_at","ENSG00000001617","protein_coding","SEMA3F",NA
"221618_s_at","ENSG00000187325","protein_coding","TAF9B",NA
"222155_s_at","ENSG00000185803","protein_coding","SLC52A2",NA
"46167_at","ENSG00000271723","protein_coding","MROH7-TTC4",NA
"220285_at","ENSG00000107362","protein_coding","ABHD17B",NA
"221367_at","ENSG00000172680","protein_coding","MOS",NA
"222221_x_at","ENSG00000110047","protein_coding","EHD1",NA
"218642_s_at","ENSG00000170791","protein_coding","CHCHD7",NA
"221596_s_at","ENSG00000127993","protein_coding","RBM48",NA
"221595_at","ENSG00000127993","protein_coding","RBM48",NA
"221918_at","ENSG00000059758","protein_coding","CDK17",NA
"221341_s_at","ENSG00000262628","protein_coding","OR1D5",NA
"220082_at","ENSG00000166143","protein_coding","PPP1R14D",NA
"220209_at","ENSG00000237575","transcribed_unprocessed_pseudogene","PYY2",NA
"219143_s_at","ENSG00000178718","protein_coding","RPP25",NA
"221300_at","ENSG00000185823","protein_coding","NPAP1",NA
"220517_at","ENSG00000129003","protein_coding","VPS13C",NA
"220175_s_at","ENSG00000196873","protein_coding","CBWD3",NA
"220674_at","ENSG00000012124","protein_coding","CD22",NA
"38521_at","ENSG00000012124","protein_coding","CD22",NA
"220500_s_at","ENSG00000079974","protein_coding","RABL2B",NA
"219151_s_at","ENSG00000079974","protein_coding","RABL2B",NA
"635_s_at","ENSG00000068971","protein_coding","PPP2R5B",NA
"220042_x_at","ENSG00000127124","protein_coding","HIVEP3",NA
"218785_s_at","ENSG00000128581","protein_coding","IFT22",NA
"219750_at","ENSG00000164124","protein_coding","TMEM144",NA
"222089_s_at","ENSG00000166246","protein_coding","DNAAF8",NA
"218982_s_at","ENSG00000239789","protein_coding","MRPS17",NA
"221493_at","ENSG00000189241","protein_coding","TSPYL1",NA
"220654_at","ENSG00000265060","transcribed_unprocessed_pseudogene","PPY2P",NA
"218628_at","ENSG00000120860","protein_coding","WASHC3",NA
"32811_at","ENSG00000197879","protein_coding","MYO1C",NA
"221728_x_at","ENSG00000229807","lncRNA","XIST",NA
"220398_at","ENSG00000111670","protein_coding","GNPTAB",NA
"219321_at","ENSG00000072415","protein_coding","PALS1",NA
"218519_at","ENSG00000138459","protein_coding","SLC35A5",NA
"220422_at","ENSG00000175520","protein_coding","UBQLN3",NA
"221728_x_at","ENSG00000274655","misc_RNA","",NA
"221168_at","ENSG00000112238","protein_coding","PRDM13",NA
"220284_at","ENSG00000104901","protein_coding","DKKL1",NA
"220462_at","ENSG00000178662","protein_coding","CSRNP3",NA
"221044_s_at","ENSG00000258588","protein_coding","TRIM6-TRIM34",NA
"219085_s_at","ENSG00000104866","protein_coding","PPP1R37",NA
"219612_s_at","ENSG00000171557","protein_coding","FGG",NA
"222239_s_at","ENSG00000250492","processed_pseudogene","INTS6P1",NA
"222134_at","ENSG00000203797","protein_coding","DDO",NA
"219488_at","ENSG00000128274","protein_coding","A4GALT",NA
"219351_at","ENSG00000196459","protein_coding","TRAPPC2",NA
"219033_at","ENSG00000151883","protein_coding","PARP8",NA
"218807_at","ENSG00000134215","protein_coding","VAV3",NA
"218806_s_at","ENSG00000134215","protein_coding","VAV3",NA
"220048_at","ENSG00000135960","protein_coding","EDAR",NA
"221385_s_at","ENSG00000185897","protein_coding","FFAR3",NA
"218517_at","ENSG00000077684","protein_coding","JADE1",NA
"219685_at","ENSG00000126950","protein_coding","TMEM35A",NA
"219429_at","ENSG00000103089","protein_coding","FA2H",NA
"218502_s_at","ENSG00000104447","protein_coding","TRPS1",NA
"221022_s_at","ENSG00000118557","protein_coding","PMFBP1",NA
"219016_at","ENSG00000215251","protein_coding","FASTKD5",NA
"220911_s_at","ENSG00000205978","protein_coding","NYNRIN",NA
"219888_at","ENSG00000061656","protein_coding","SPAG4",NA
"32541_at","ENSG00000120910","protein_coding","PPP3CC",NA
"218684_at","ENSG00000171492","protein_coding","LRRC8D",NA
"220022_at","ENSG00000198185","protein_coding","ZNF334",NA
"221874_at","ENSG00000116299","protein_coding","ELAPOR1",NA
"221340_at","ENSG00000131264","protein_coding","CDX4",NA
"220964_s_at","ENSG00000233111","processed_pseudogene","RAB1C",NA
"221327_s_at","ENSG00000166160","protein_coding","OPN1MW2",NA
"220707_s_at","ENSG00000100350","protein_coding","FOXRED2",NA
"220250_at","ENSG00000249459","transcribed_unprocessed_pseudogene","ZNF286B",NA
"221267_s_at","ENSG00000226981","unprocessed_pseudogene","ABHD17AP6",NA
"219591_at","ENSG00000184524","protein_coding","CEND1",NA
"219001_s_at","ENSG00000122741","protein_coding","DCAF10",NA
"218725_at","ENSG00000177542","protein_coding","SLC25A22",NA
"218602_s_at","ENSG00000235454","processed_pseudogene","HAUS6P3",NA
"219407_s_at","ENSG00000050555","protein_coding","LAMC3",NA
"221088_s_at","ENSG00000158528","protein_coding","PPP1R9A",NA
"222133_s_at","ENSG00000129292","protein_coding","PHF20L1",NA
"219036_at","ENSG00000114107","protein_coding","CEP70",NA
"219420_s_at","ENSG00000162377","protein_coding","COA7",NA
"219742_at","ENSG00000131188","protein_coding","PRR7",NA
"220626_at","ENSG00000140093","protein_coding","SERPINA10",NA
"218791_s_at","ENSG00000134152","protein_coding","KATNBL1",NA
"221967_at","ENSG00000182379","protein_coding","NXPH4",NA
"219549_s_at","ENSG00000278943","TEC","",NA
"220986_s_at","ENSG00000164296","protein_coding","TIGD6",NA
"219537_x_at","ENSG00000090932","protein_coding","DLL3",NA
"34221_at","ENSG00000113716","protein_coding","HMGXB3",NA
"87100_at","ENSG00000140526","protein_coding","ABHD2",NA
"221815_at","ENSG00000140526","protein_coding","ABHD2",NA
"63825_at","ENSG00000140526","protein_coding","ABHD2",NA
"218824_at","ENSG00000182013","protein_coding","PNMA8A",NA
"221521_s_at","ENSG00000131153","protein_coding","GINS2",NA
"220937_s_at","ENSG00000136840","protein_coding","ST6GALNAC4",NA
"221551_x_at","ENSG00000136840","protein_coding","ST6GALNAC4",NA
"221249_s_at","ENSG00000121104","protein_coding","FAM117A",NA
"221142_s_at","ENSG00000115425","protein_coding","PECR",NA
"220740_s_at","ENSG00000140199","protein_coding","SLC12A6",NA
"220190_s_at","ENSG00000242441","protein_coding","GTF2A1L",NA
"221080_s_at","ENSG00000205744","protein_coding","DENND1C",NA
"39854_r_at","ENSG00000177666","protein_coding","PNPLA2",NA
"219876_s_at","ENSG00000238105","transcribed_unprocessed_pseudogene","GOLGA2P5",NA
"220637_at","ENSG00000124019","protein_coding","FAM124B",NA
"220455_at","ENSG00000100156","protein_coding","SLC16A8",NA
"220787_at","ENSG00000243415","lncRNA","",NA
"222274_at","ENSG00000133519","transcribed_unprocessed_pseudogene","ZDHHC8P1",NA
"220452_x_at","ENSG00000237438","transcribed_unprocessed_pseudogene","CECR7",NA
"219531_at","ENSG00000112877","protein_coding","CEP72",NA
"218592_s_at","ENSG00000069998","protein_coding","HDHD5",NA
"219602_s_at","ENSG00000154864","protein_coding","PIEZO2",NA
"220923_s_at","ENSG00000183837","protein_coding","PNMA3",NA
"220313_at","ENSG00000181656","protein_coding","GPR88",NA
"218598_at","ENSG00000135249","protein_coding","RINT1",NA
"219478_at","ENSG00000103175","protein_coding","WFDC1",NA
"221087_s_at","ENSG00000128284","protein_coding","APOL3",NA
"219513_s_at","ENSG00000125731","protein_coding","SH2D3A",NA
"222169_x_at","ENSG00000125731","protein_coding","SH2D3A",NA
"220816_at","ENSG00000171517","protein_coding","LPAR3",NA
"32402_s_at","ENSG00000125755","protein_coding","SYMPK",NA
"221800_s_at","ENSG00000185504","protein_coding","FAAP100",NA
"219784_at","ENSG00000131152","protein_coding","",NA
"219785_s_at","ENSG00000131152","protein_coding","",NA
"220098_at","ENSG00000157423","protein_coding","HYDIN",NA
"219724_s_at","ENSG00000135426","protein_coding","TESPA1",NA
"218820_at","ENSG00000227051","protein_coding","C14orf132",NA
"221261_x_at","ENSG00000154545","protein_coding","MAGED4",NA
"221875_x_at","ENSG00000204642","protein_coding","HLA-F",NA
"221978_at","ENSG00000204642","protein_coding","HLA-F",NA
"218513_at","ENSG00000198498","protein_coding","TMA16",NA
"221334_s_at","ENSG00000049768","protein_coding","FOXP3",NA
"221333_at","ENSG00000049768","protein_coding","FOXP3",NA
"222279_at","ENSG00000214922","lncRNA","HLA-F-AS1",NA
"222279_at","ENSG00000239257","transcribed_processed_pseudogene","RPL23AP1",NA
"221994_at","ENSG00000163110","protein_coding","PDLIM5",NA
"219453_at","ENSG00000135686","protein_coding","KLHL36",NA
"218886_at","ENSG00000111845","protein_coding","PAK1IP1",NA
"33768_at","ENSG00000185800","protein_coding","DMWD",NA
"220965_s_at","ENSG00000104941","protein_coding","RSPH6A",NA
"221452_s_at","ENSG00000137210","protein_coding","TMEM14B",NA
"219708_at","ENSG00000205309","protein_coding","NT5M",NA
"219505_at","ENSG00000093072","protein_coding","ADA2",NA
"219317_at","ENSG00000101751","protein_coding","POLI",NA
"221865_at","ENSG00000157693","protein_coding","TMEM268",NA
"221085_at","ENSG00000181634","protein_coding","TNFSF15",NA
"221299_at","ENSG00000184194","protein_coding","GPR173",NA
"220977_x_at","ENSG00000115109","protein_coding","EPB41L5",NA
"221286_s_at","ENSG00000170476","protein_coding","MZB1",NA
"219163_at","ENSG00000171466","protein_coding","ZNF562",NA
"220188_at","ENSG00000154118","protein_coding","JPH3",NA
"220302_at","ENSG00000111837","protein_coding","MAK",NA
"220127_s_at","ENSG00000127452","protein_coding","FBXL12",NA
"221351_at","ENSG00000178394","protein_coding","HTR1A",NA
"221378_at","ENSG00000147869","protein_coding","CER1",NA
"221438_s_at","ENSG00000150783","protein_coding","TEX12",NA
"221870_at","ENSG00000024422","protein_coding","EHD2",NA
"45297_at","ENSG00000024422","protein_coding","EHD2",NA
"220799_at","ENSG00000124827","protein_coding","GCM2",NA
"221843_s_at","ENSG00000140950","protein_coding","MEAK7",NA
"65438_at","ENSG00000140950","protein_coding","MEAK7",NA
"221477_s_at","ENSG00000112096","protein_coding","SOD2",NA
"218505_at","ENSG00000103091","protein_coding","WDR59",NA
"221981_s_at","ENSG00000103091","protein_coding","WDR59",NA
"219586_at","ENSG00000103091","protein_coding","WDR59",NA
"218940_at","ENSG00000100483","protein_coding","VCPKMT",NA
"220317_at","ENSG00000121207","protein_coding","LRAT",NA
"219741_x_at","ENSG00000178935","protein_coding","ZNF552",NA
"222253_s_at","ENSG00000197210","lncRNA","",NA
"221963_x_at","ENSG00000269343","protein_coding","ZNF587B",NA
"219981_x_at","ENSG00000198466","protein_coding","ZNF587",NA
"218879_s_at","ENSG00000103248","protein_coding","MTHFSD",NA
"219211_at","ENSG00000283972","transcribed_unprocessed_pseudogene","FAM247A",NA
"218466_at","ENSG00000284394","miRNA","MIR4750",NA
"222121_at","ENSG00000114790","protein_coding","ARHGEF26",NA
"222025_s_at","ENSG00000178814","protein_coding","OPLAH",NA
"222011_s_at","ENSG00000120438","protein_coding","TCP1",NA
"222010_at","ENSG00000120438","protein_coding","TCP1",NA
"220089_at","ENSG00000087299","protein_coding","L2HGDH",NA
"222163_s_at","ENSG00000171763","protein_coding","SPATA5L1",NA
"218933_at","ENSG00000171763","protein_coding","SPATA5L1",NA
"218695_at","ENSG00000178896","protein_coding","EXOSC4",NA
"91684_g_at","ENSG00000178896","protein_coding","EXOSC4",NA
"58696_at","ENSG00000178896","protein_coding","EXOSC4",NA
"218695_at","ENSG00000284200","miRNA","MIR6847",NA
"58696_at","ENSG00000284200","miRNA","MIR6847",NA
"221219_s_at","ENSG00000104731","protein_coding","KLHDC4",NA
"221991_at","ENSG00000182575","protein_coding","NXPH3",NA
"219226_at","ENSG00000167258","protein_coding","CDK12",NA
"221998_s_at","ENSG00000105053","protein_coding","VRK3",NA
"221999_at","ENSG00000105053","protein_coding","VRK3",NA
"221104_s_at","ENSG00000165028","protein_coding","NIPSNAP3B",NA
"218511_s_at","ENSG00000108439","protein_coding","PNPO",NA
"220973_s_at","ENSG00000179526","protein_coding","SHARPIN",NA
"219542_at","ENSG00000114670","protein_coding","NEK11",NA
"219431_at","ENSG00000071205","protein_coding","ARHGAP10",NA
"218575_at","ENSG00000153107","protein_coding","ANAPC1",NA
"222352_at","ENSG00000103264","protein_coding","FBXO31",NA
"219156_at","ENSG00000213463","protein_coding","SYNJ2BP",NA
"218962_s_at","ENSG00000146802","protein_coding","TMEM168",NA
"219071_x_at","ENSG00000235173","protein_coding","HGH1",NA
"221629_x_at","ENSG00000235173","protein_coding","HGH1",NA
"37892_at","ENSG00000060718","protein_coding","COL11A1",NA
"218905_at","ENSG00000164941","protein_coding","INTS8",NA
"219043_s_at","ENSG00000115539","protein_coding","PDCL3",NA
"320_at","ENSG00000124587","protein_coding","PEX6",NA
"219938_s_at","ENSG00000152229","protein_coding","PSTPIP2",NA
"221294_at","ENSG00000188394","protein_coding","GPR21",NA
"219810_at","ENSG00000175073","protein_coding","VCPIP1",NA
"220216_at","ENSG00000288596","lncRNA","C8orf44",NA
"220038_at","ENSG00000288602","protein_coding","C8orf44-SGK3",NA
"220038_at","ENSG00000104205","protein_coding","SGK3",NA
"823_at","ENSG00000006210","protein_coding","CX3CL1",NA
"219357_at","ENSG00000100226","protein_coding","GTPBP1",NA
"221469_at","ENSG00000142511","protein_coding","GPR32",NA
"219074_at","ENSG00000164168","protein_coding","TMEM184C",NA
"220328_at","ENSG00000173889","protein_coding","PHC3",NA
"219174_at","ENSG00000096872","protein_coding","IFT74",NA
"61732_r_at","ENSG00000096872","protein_coding","IFT74",NA
"220340_at","ENSG00000141449","protein_coding","GREB1L",NA
"35846_at","ENSG00000126351","protein_coding","THRA",NA
"218564_at","ENSG00000168411","protein_coding","RFWD3",NA
"219459_at","ENSG00000013503","protein_coding","POLR3B",NA
"219927_at","ENSG00000119616","protein_coding","FCF1",NA
"35150_at","ENSG00000101017","protein_coding","CD40",NA
"222292_at","ENSG00000101017","protein_coding","CD40",NA
"220145_at","ENSG00000164114","protein_coding","MAP9",NA
"219569_s_at","ENSG00000168917","protein_coding","SLC35G2",NA
"36711_at","ENSG00000185022","protein_coding","MAFF",NA
"218618_s_at","ENSG00000075420","protein_coding","FNDC3B",NA
"219382_at","ENSG00000167565","protein_coding","SERTAD3",NA
"218887_at","ENSG00000112651","protein_coding","MRPL2",NA
"221059_s_at","ENSG00000103187","protein_coding","COTL1",NA
"220165_at","ENSG00000114933","protein_coding","INO80D",NA
"222015_at","ENSG00000213923","protein_coding","CSNK1E",NA
"218482_at","ENSG00000120533","protein_coding","ENY2",NA
"221553_at","ENSG00000102158","protein_coding","MAGT1",NA
"221337_s_at","ENSG00000168594","protein_coding","ADAM29",NA
"220886_at","ENSG00000268089","protein_coding","GABRQ",NA
"219923_at","ENSG00000134253","protein_coding","TRIM45",NA
"218751_s_at","ENSG00000109670","protein_coding","FBXW7",NA
"218539_at","ENSG00000178974","protein_coding","FBXO34",NA
"37943_at","ENSG00000072121","protein_coding","ZFYVE26",NA
"219330_at","ENSG00000173218","protein_coding","VANGL1",NA
"220442_at","ENSG00000257594","protein_coding","GALNT4",NA
"219502_at","ENSG00000109674","protein_coding","NEIL3",NA
"220306_at","ENSG00000183508","protein_coding","TENT5C",NA
"220445_s_at","ENSG00000268916","protein_coding","CSAG3",NA
"221501_x_at","ENSG00000183793","protein_coding","NPIPA5",NA
"218828_at","ENSG00000187838","protein_coding","PLSCR3",NA
"56197_at","ENSG00000187838","protein_coding","PLSCR3",NA
"219580_s_at","ENSG00000222750","snRNA","RNU4-46P",NA
"219446_at","ENSG00000111785","protein_coding","RIC8B",NA
"221634_at","ENSG00000261914","processed_pseudogene","RPL23AP84",NA
"221354_s_at","ENSG00000128285","protein_coding","MCHR1",NA
"222244_s_at","ENSG00000253352","protein_coding","TUG1",NA
"219692_at","ENSG00000131650","protein_coding","KREMEN2",NA
"220449_at","ENSG00000283440","lncRNA","LINC01260",NA
"220449_at","ENSG00000132832","lncRNA","",NA
"218828_at","ENSG00000262481","protein_coding","TMEM256-PLSCR3",NA
"56197_at","ENSG00000262481","protein_coding","TMEM256-PLSCR3",NA
"219211_at","ENSG00000184979","protein_coding","USP18",NA
"54037_at","ENSG00000100099","protein_coding","HPS4",NA
"219473_at","ENSG00000196505","protein_coding","GDAP2",NA
"221518_s_at","ENSG00000170242","protein_coding","USP47",NA
"221126_at","ENSG00000170242","protein_coding","USP47",NA
"221127_s_at","ENSG00000170242","protein_coding","USP47",NA
"221709_s_at","ENSG00000022976","protein_coding","ZNF839",NA
"219086_at","ENSG00000022976","protein_coding","ZNF839",NA
"219523_s_at","ENSG00000218336","protein_coding","TENM3",NA
"220542_s_at","ENSG00000198183","protein_coding","BPIFA1",NA
"39817_s_at","ENSG00000112667","protein_coding","DNPH1",NA
"218882_s_at","ENSG00000065183","protein_coding","WDR3",NA
"218817_at","ENSG00000129128","protein_coding","SPCS3",NA
"221844_x_at","ENSG00000129128","protein_coding","SPCS3",NA
"222136_x_at","ENSG00000198521","protein_coding","ZNF43",NA
"220513_at","ENSG00000243501","protein_coding","",NA
"220513_at","ENSG00000256980","protein_coding","KHDC1L",NA
"221130_s_at","ENSG00000279083","TEC","",NA
"220625_s_at","ENSG00000135374","protein_coding","ELF5",NA
"220624_s_at","ENSG00000135374","protein_coding","ELF5",NA
"218672_at","ENSG00000163156","protein_coding","SCNM1",NA
"36920_at","ENSG00000171100","protein_coding","MTM1",NA
"218848_at","ENSG00000131652","protein_coding","THOC6",NA
"220004_at","ENSG00000080007","protein_coding","DDX43",NA
"219366_at","ENSG00000169857","protein_coding","AVEN",NA
"221347_at","ENSG00000184984","protein_coding","CHRM5",NA
"220125_at","ENSG00000122735","protein_coding","DNAI1",NA
"219484_at","ENSG00000111727","protein_coding","HCFC2",NA
"219291_at","ENSG00000104047","protein_coding","DTWD1",NA
"219371_s_at","ENSG00000127528","protein_coding","KLF2",NA
"218949_s_at","ENSG00000130348","protein_coding","QRSL1",NA
"218948_at","ENSG00000130348","protein_coding","QRSL1",NA
"218702_at","ENSG00000104835","protein_coding","SARS2",NA
"219982_s_at","ENSG00000205572","protein_coding","SERF1B",NA
"220368_s_at","ENSG00000100796","protein_coding","PPP4R3A",NA
"220369_at","ENSG00000100796","protein_coding","PPP4R3A",NA
"221128_at","ENSG00000135074","protein_coding","ADAM19",NA
"221509_at","ENSG00000139726","protein_coding","DENR",NA
"221402_at","ENSG00000168124","protein_coding","OR1F1",NA
"222258_s_at","ENSG00000130147","protein_coding","SH3BP4",NA
"219726_at","ENSG00000196338","protein_coding","NLGN3",NA
"220863_at","ENSG00000135517","protein_coding","MIP",NA
"220668_s_at","ENSG00000088305","protein_coding","DNMT3B",NA
"221460_at","ENSG00000168158","protein_coding","OR2C1",NA
"218622_at","ENSG00000075188","protein_coding","NUP37",NA
